Year,Host,NOC,isHost,Gold,Total,gold_ratio,total_ratio,Avg_X_Gold,Avg_X_Total,Count
2012,United Kingdom,Poland,0,3,11,0.00990099,0.011458333,4,11.5,256
2012,United Kingdom,Portugal,0,0,1,0,0.001041667,0.25,2,98
2012,United Kingdom,Puerto Rico,0,0,2,0,0.002083333,0,1.5,28
2012,United Kingdom,Qatar,0,0,2,0,0.002083333,0,2,14
2012,United Kingdom,Romania,0,2,7,0.00660066,0.007291667,6.25,15.25,155
2012,United Kingdom,Russia,0,18,65,0.059405941,0.067708333,25.5,76,549
2012,United Kingdom,Saudi Arabia,0,0,1,0,0.001041667,0,1,23
2012,United Kingdom,Serbia,0,1,4,0.00330033,0.004166667,0.5,3,134
2012,United Kingdom,Singapore,0,0,2,0,0.002083333,0,2,36
2012,United Kingdom,Slovakia,0,0,4,0,0.004166667,1.5,5.25,65
2012,United Kingdom,Slovenia,0,1,4,0.00330033,0.004166667,1,3.75,78
2012,United Kingdom,South Africa,0,4,6,0.01320132,0.00625,1.25,4.5,145
2012,United Kingdom,South Korea,0,13,31,0.04290429,0.032291667,10.75,30.25,312
2012,United Kingdom,Spain,0,4,20,0.01320132,0.020833333,3.75,17.5,339
2012,United Kingdom,Sweden,0,1,8,0.00330033,0.008333333,2.25,8,168
2012,United Kingdom,Switzerland,0,2,4,0.00660066,0.004166667,1.5,6.25,126
2012,United Kingdom,Tajikistan,0,0,1,0,0.001041667,0,1,16
2012,United Kingdom,Thailand,0,0,4,0,0.004166667,1.5,5.25,43
2012,United Kingdom,Trinidad and Tobago,0,1,4,0.00330033,0.004166667,0.5,2.25,38
2012,United Kingdom,Tunisia,0,2,3,0.00660066,0.003125,0.75,1.5,87
2012,United Kingdom,Turkey,0,1,3,0.00330033,0.003125,2,5.75,119
2012,United Kingdom,Uganda,0,1,1,0.00330033,0.001041667,0.5,1.25,16
2012,United Kingdom,Ukraine,0,5,19,0.01650165,0.019791667,5.75,21.5,304
2012,United Kingdom,United States,0,48,104,0.158415842,0.108333333,39.25,102.5,689
2012,United Kingdom,Uzbekistan,0,0,3,0,0.003125,0.75,4,56
2012,United Kingdom,Venezuela,0,1,1,0.00330033,0.001041667,0.25,1.75,85
2012,United Kingdom,Vietnam,0,0,1,0,0.001041667,0,1,24
2016,Brazil,Algeria,0,0,2,0,0.002057613,0.5,2.5,74
2016,Brazil,Argentina,0,3,4,0.009803922,0.004115226,2,5,232
2016,Brazil,Armenia,0,1,4,0.003267974,0.004115226,0.25,3,34
2016,Brazil,Australia,0,8,29,0.026143791,0.029835391,11.75,40,518
2016,Brazil,Austria,0,0,1,0,0.001028807,1,3.5,85
2016,Brazil,Azerbaijan,0,1,18,0.003267974,0.018518519,1.25,9.5,69
2016,Brazil,Bahamas,0,1,2,0.003267974,0.002057613,0.75,1.75,38
2016,Brazil,Bahrain,0,1,2,0.003267974,0.002057613,1,2,33
2016,Brazil,Belarus,0,1,9,0.003267974,0.009259259,2,11.5,142
2016,Brazil,Belgium,0,2,6,0.006535948,0.00617284,1.25,3.5,138
2016,Brazil,Brazil,1,7,19,0.022875817,0.019547325,4.5,15.75,583
2016,Brazil,Bulgaria,0,0,3,0,0.00308642,0.75,5.75,58
2016,Brazil,Burundi,0,0,1,0,0.001028807,0,1,10
2016,Brazil,Canada,0,4,22,0.013071895,0.022633745,3,18,405
2016,Brazil,China,0,26,70,0.08496732,0.072016461,36.25,81.25,499
2016,Brazil,Chinese Taipei,0,1,3,0.003267974,0.00308642,1.25,3.5,67
2016,Brazil,Colombia,0,3,8,0.009803922,0.008230453,1,5.5,157
2016,Brazil,Croatia,0,5,10,0.016339869,0.010288066,2.25,6.5,93
2016,Brazil,Cuba,0,5,11,0.016339869,0.011316872,5.5,20.75,143
2016,Brazil,Czech Republic,0,1,10,0.003267974,0.010288066,2.25,9.25,135
2016,Brazil,Denmark,0,2,15,0.006535948,0.015432099,2,9.75,143
2016,Brazil,Dominican Republic,0,0,1,0,0.001028807,0.75,1.5,30
2016,Brazil,Egypt,0,0,3,0,0.00308642,0.25,3.5,137
2016,Brazil,Estonia,0,0,1,0,0.001028807,0.25,2,49
2016,Brazil,Ethiopia,0,1,8,0.003267974,0.008230453,2.5,7.5,38
2016,Brazil,Fiji,0,1,1,0.003267974,0.001028807,1,1,53
2016,Brazil,Finland,0,0,1,0,0.001028807,0.25,2.5,67
2016,Brazil,France,0,10,42,0.032679739,0.043209877,9.75,38.25,512
2016,Brazil,Georgia,0,2,7,0.006535948,0.007201646,2,6,45
2016,Brazil,Germany,0,17,42,0.055555556,0.043209877,14.25,44,536
2016,Brazil,Great Britain,0,27,67,0.088235294,0.068930041,21,53.25,478
2016,Brazil,Greece,0,3,6,0.009803922,0.00617284,2.25,6.75,104
2016,Brazil,Grenada,0,0,1,0,0.001028807,0,1,6
2016,Brazil,Hungary,0,8,15,0.026143791,0.015432099,6.75,15,204
2016,Brazil,Independent Olympic Athletes,0,1,2,0.003267974,0.002057613,1,2,9
2016,Brazil,India,0,0,2,0,0.002057613,0.25,3,130
2016,Brazil,Indonesia,0,1,3,0.003267974,0.00308642,0.75,4,31
2016,Brazil,Iran,0,3,8,0.009803922,0.008230453,3.25,7.25,67
2016,Brazil,Ireland,0,0,2,0,0.002057613,0.25,3,93
2016,Brazil,Israel,0,0,2,0,0.002057613,0.25,1.5,59
2016,Brazil,Italy,0,8,28,0.026143791,0.028806584,8.5,28.75,399
2016,Brazil,Ivory Coast,0,1,2,0.003267974,0.002057613,1,2,15
2016,Brazil,Jamaica,0,6,11,0.019607843,0.011316872,4.25,10,77
2016,Brazil,Japan,0,12,41,0.039215686,0.04218107,11,35.25,436
2016,Brazil,Jordan,0,1,1,0.003267974,0.001028807,1,1,8
2016,Brazil,Kazakhstan,0,2,17,0.006535948,0.017489712,2,11.25,123
2016,Brazil,Kenya,0,6,13,0.019607843,0.013374486,3.75,12.25,80
2016,Brazil,Kosovo,0,1,1,0.003267974,0.001028807,1,1,8
2016,Brazil,Lithuania,0,0,4,0,0.004115226,0.75,4.25,80
2016,Brazil,Malaysia,0,0,5,0,0.005144033,0,2.5,42
2016,Brazil,Mexico,0,0,5,0,0.005144033,0.75,5.25,139
2016,Brazil,Mongolia,0,0,2,0,0.002057613,0.5,3,46
2016,Brazil,Morocco,0,0,1,0,0.001028807,0.5,1.75,52
2016,Brazil,Netherlands,0,8,19,0.026143791,0.019547325,6.25,19.25,329
2016,Brazil,New Zealand,0,4,18,0.013071895,0.018518519,4,11.25,232
2016,Brazil,Niger,0,0,1,0,0.001028807,0,1,6
2016,Brazil,Nigeria,0,0,1,0,0.001028807,0.25,2.75,77
2016,Brazil,North Korea,0,2,7,0.006535948,0.007201646,2,6,38
2016,Brazil,Norway,0,0,4,0,0.004115226,2.5,5.75,77
2016,Brazil,Philippines,0,0,1,0,0.001028807,0,1,13
2016,Brazil,Poland,0,2,11,0.006535948,0.011316872,3,10.75,289
2016,Brazil,Portugal,0,0,1,0,0.001028807,0.25,1.75,106
2016,Brazil,Puerto Rico,0,1,1,0.003267974,0.001028807,0.25,1.25,41
2016,Brazil,Qatar,0,0,1,0,0.001028807,0,1.25,42
2016,Brazil,Romania,0,1,4,0.003267974,0.004115226,3.75,9.75,121
2016,Brazil,Russia,0,19,56,0.062091503,0.057613169,22.25,67.75,406
2016,Brazil,Serbia,0,2,8,0.006535948,0.008230453,0.75,4.25,127
2016,Brazil,Singapore,0,1,1,0.003267974,0.001028807,0.25,1.25,32
2016,Brazil,Slovakia,0,2,4,0.006535948,0.004115226,1.75,5,63
2016,Brazil,Slovenia,0,1,4,0.003267974,0.004115226,0.75,4.25,70
2016,Brazil,South Africa,0,2,10,0.006535948,0.010288066,1.75,5.75,155
2016,Brazil,South Korea,0,9,21,0.029411765,0.021604938,11,28.5,263
2016,Brazil,Spain,0,7,17,0.022875817,0.017489712,4.75,19,363
2016,Brazil,Sweden,0,2,11,0.006535948,0.011316872,1.75,7.75,186
2016,Brazil,Switzerland,0,3,7,0.009803922,0.007201646,2,5.75,152
2016,Brazil,Tajikistan,0,1,1,0.003267974,0.001028807,1,1,7
2016,Brazil,Thailand,0,2,6,0.006535948,0.00617284,1.75,6,58
2016,Brazil,Trinidad and Tobago,0,0,1,0,0.001028807,0.5,2,43
2016,Brazil,Tunisia,0,0,3,0,0.00308642,0.75,2,65
2016,Brazil,Turkey,0,1,8,0.003267974,0.008230453,1.5,6.5,119
2016,Brazil,Ukraine,0,2,11,0.006535948,0.011316872,5.5,18.5,272
2016,Brazil,United Arab Emirates,0,0,1,0,0.001028807,0,1,12
2016,Brazil,United States,0,46,121,0.150326797,0.124485597,41.5,109.5,719
2016,Brazil,Uzbekistan,0,4,13,0.013071895,0.013374486,1.5,6.25,80
2016,Brazil,Venezuela,0,0,3,0,0.00308642,0.25,1.75,105
2016,Brazil,Vietnam,0,1,2,0.003267974,0.002057613,0.25,1.25,28
2020,Japan,Argentina,0,0,3,0,0.002777778,1.5,4.25,208
2020,Japan,Armenia,0,0,4,0,0.003703704,0.25,3.75,19
2020,Japan,Australia,0,17,46,0.05,0.042592593,11.75,39,638
2020,Japan,Austria,0,1,7,0.002941176,0.006481481,0.75,4.5,103
2020,Japan,Azerbaijan,0,0,7,0,0.006481481,1,10,55
2020,Japan,Bahamas,0,2,2,0.005882353,0.001851852,1,1.75,22
2020,Japan,Bahrain,0,0,1,0,0.000925926,0,1,33
2020,Japan,Belarus,0,1,7,0.002941176,0.006481481,1.75,10,137
2020,Japan,Belgium,0,3,7,0.008823529,0.006481481,1.75,4.5,185
2020,Japan,Bermuda,0,1,1,0.002941176,0.000925926,1,1,2
2020,Japan,Botswana,0,0,1,0,0.000925926,0,1,16
2020,Japan,Brazil,0,7,21,0.020588235,0.019444444,5,18.5,416
2020,Japan,Bulgaria,0,3,6,0.008823529,0.005555556,1,4.25,56
2020,Japan,Burkina Faso,0,0,1,0,0.000925926,0,1,8
2020,Japan,Canada,0,7,24,0.020588235,0.022222222,4,21,509
2020,Japan,China,0,38,89,0.111764706,0.082407407,37.75,87.75,574
2020,Japan,Chinese Taipei,0,2,12,0.005882353,0.011111111,1.25,5.25,117
2020,Japan,Colombia,0,0,5,0,0.00462963,1,6.25,77
2020,Japan,Croatia,0,3,8,0.008823529,0.007407407,2.75,7.25,74
2020,Japan,Cuba,0,7,15,0.020588235,0.013888889,5,17.75,82
2020,Japan,Czech Republic,0,4,11,0.011764706,0.010185185,3,9.75,151
2020,Japan,Denmark,0,3,11,0.008823529,0.010185185,2.25,10.5,138
2020,Japan,Dominican Republic,0,0,5,0,0.00462963,0.5,2.5,69
2020,Japan,Ecuador,0,2,3,0.005882353,0.002777778,2,3,52
2020,Japan,Egypt,0,1,6,0.002941176,0.005555556,0.25,3.75,195
2020,Japan,Estonia,0,1,2,0.002941176,0.001851852,0.5,1.75,42
2020,Japan,Ethiopia,0,1,4,0.002941176,0.003703704,2.25,6.75,38
2020,Japan,Fiji,0,1,2,0.002941176,0.001851852,1,2,32
2020,Japan,Finland,0,0,2,0,0.001851852,0.25,2.5,49
2020,Japan,France,0,10,33,0.029411765,0.030555556,9.5,38.25,538
2020,Japan,Georgia,0,2,8,0.005882353,0.007407407,2,7,36
2020,Japan,Germany,0,10,37,0.029411765,0.034259259,13.5,41,597
2020,Japan,Ghana,0,0,1,0,0.000925926,0,1,16
2020,Japan,Great Britain,0,22,64,0.064705882,0.059259259,24.25,61.75,548
2020,Japan,Greece,0,2,4,0.005882353,0.003703704,1.25,3.75,100
2020,Japan,Grenada,0,0,1,0,0.000925926,0,1,6
2020,Japan,Hong Kong,0,1,6,0.002941176,0.005555556,0.5,2.25,65
2020,Japan,Hungary,0,6,20,0.017647059,0.018518519,6.25,15.75,237
2020,Japan,India,0,1,7,0.002941176,0.006481481,0.5,4.5,151
2020,Japan,Indonesia,0,1,5,0.002941176,0.00462963,0.75,4.25,35
2020,Japan,Iran,0,3,7,0.008823529,0.006481481,3.5,7.5,76
2020,Japan,Ireland,0,2,4,0.005882353,0.003703704,0.75,3.75,150
2020,Japan,Israel,0,2,4,0.005882353,0.003703704,0.75,2.25,128
2020,Japan,Italy,0,10,40,0.029411765,0.037037037,8.5,30.75,524
2020,Japan,Ivory Coast,0,0,1,0,0.000925926,0,1,32
2020,Japan,Jamaica,0,4,9,0.011764706,0.008333333,4.75,11,87
2020,Japan,Japan,1,27,58,0.079411765,0.053703704,13.75,40.5,787
2020,Japan,Jordan,0,0,2,0,0.001851852,0,2,15
2020,Japan,Kazakhstan,0,0,8,0,0.007407407,1.75,11.25,116
2020,Japan,Kenya,0,4,10,0.011764706,0.009259259,4.5,13,89
2020,Japan,Kosovo,0,2,2,0.005882353,0.001851852,2,2,11
2020,Japan,Kuwait,0,0,1,0,0.000925926,0,1,10
2020,Japan,Kyrgyzstan,0,0,3,0,0.002777778,0,3,17
2020,Japan,Latvia,0,1,2,0.002941176,0.001851852,0.75,2.75,38
2020,Japan,Lithuania,0,0,1,0,0.000925926,0.5,3.75,59
2020,Japan,Malaysia,0,0,2,0,0.001851852,0,2.5,47
2020,Japan,Mexico,0,0,4,0,0.003703704,0.75,5.25,196
2020,Japan,Moldova,0,0,1,0,0.000925926,0,1.5,26
2020,Japan,Mongolia,0,0,4,0,0.003703704,0.5,3.75,61
2020,Japan,Morocco,0,1,1,0.002941176,0.000925926,0.25,1.25,51
2020,Japan,Namibia,0,0,1,0,0.000925926,0,1,11
2020,Japan,Netherlands,0,10,36,0.029411765,0.033333333,7.75,22.75,391
2020,Japan,New Zealand,0,7,20,0.020588235,0.018518519,5,15,279
2020,Japan,Nigeria,0,0,2,0,0.001851852,0,2.5,68
2020,Japan,North Macedonia,0,0,1,0,0.000925926,0,1,8
2020,Japan,Norway,0,4,8,0.011764706,0.007407407,2.25,6.25,112
2020,Japan,Philippines,0,1,4,0.002941176,0.003703704,0.25,1.75,27
2020,Japan,Poland,0,4,14,0.011764706,0.012962963,3.25,11.75,282
2020,Japan,Portugal,0,1,4,0.002941176,0.003703704,0.5,2,113
2020,Japan,Puerto Rico,0,1,1,0.002941176,0.000925926,0.5,1.25,39
2020,Japan,Qatar,0,2,3,0.005882353,0.002777778,0.5,1.75,17
2020,Japan,ROC,0,20,71,0.058823529,0.065740741,20,71,561
2020,Japan,Romania,0,1,4,0.002941176,0.003703704,2,6,119
2020,Japan,San Marino,0,0,3,0,0.002777778,0,3,8
2020,Japan,Saudi Arabia,0,0,1,0,0.000925926,0,1,33
2020,Japan,Serbia,0,3,9,0.008823529,0.008333333,1.5,6,110
2020,Japan,Slovakia,0,1,4,0.002941176,0.003703704,1.5,4.5,56
2020,Japan,Slovenia,0,3,5,0.008823529,0.00462963,1.5,4.5,64
2020,Japan,South Africa,0,1,3,0.002941176,0.002777778,1.75,5,211
2020,Japan,South Korea,0,6,20,0.017647059,0.018518519,10.25,26,338
2020,Japan,Spain,0,3,17,0.008823529,0.015740741,4.75,18.25,429
2020,Japan,Sweden,0,3,9,0.008823529,0.008333333,1.5,8.25,173
2020,Japan,Switzerland,0,3,13,0.008823529,0.012037037,2.5,7.75,196
2020,Japan,Syria,0,0,1,0,0.000925926,0.25,1,6
2020,Japan,Thailand,0,1,2,0.002941176,0.001851852,1.25,4.5,48
2020,Japan,Tunisia,0,1,2,0.002941176,0.001851852,1,2.25,73
2020,Japan,Turkey,0,2,13,0.005882353,0.012037037,1.25,7.25,139
2020,Japan,Turkmenistan,0,0,1,0,0.000925926,0,1,10
2020,Japan,Uganda,0,2,4,0.005882353,0.003703704,0.75,1.75,28
2020,Japan,Ukraine,0,1,19,0.002941176,0.017592593,3.75,17.75,225
2020,Japan,United States,0,39,113,0.114705882,0.10462963,42.25,112.5,856
2020,Japan,Uzbekistan,0,3,5,0.008823529,0.00462963,1.75,6.25,85
2020,Japan,Venezuela,0,1,4,0.002941176,0.003703704,0.5,2.25,47
2024,France,Albania,0,0,2,0,0.001924928,0,2,9
2024,France,Algeria,0,2,3,0.006097561,0.002887392,0.75,2,55
2024,France,Argentina,0,1,3,0.00304878,0.002887392,1.25,3.5,154
2024,France,Armenia,0,0,4,0,0.003849856,0.25,3.5,17
2024,France,Australia,0,18,53,0.054878049,0.051010587,12.75,40.75,649
2024,France,Austria,0,2,5,0.006097561,0.00481232,0.75,4,121
2024,France,Azerbaijan,0,2,7,0.006097561,0.006737247,1.25,10.25,49
2024,France,Bahrain,0,2,4,0.006097561,0.003849856,1,2,15
2024,France,Belgium,0,3,10,0.009146341,0.009624639,2,6.5,240
2024,France,Botswana,0,1,2,0.00304878,0.001924928,1,2,19
2024,France,Brazil,0,3,20,0.009146341,0.019249278,5,19.25,401
2024,France,Bulgaria,0,3,7,0.009146341,0.006737247,1.5,4.75,61
2024,France,Cabo Verde,0,0,1,0,0.000962464,0,1,7
2024,France,Canada,0,9,27,0.027439024,0.025986526,5.5,22.75,538
2024,France,Chile,0,1,2,0.00304878,0.001924928,0.75,1.75,52
2024,France,China,0,40,91,0.12195122,0.087584216,35.75,85.5,587
2024,France,Chinese Taipei,0,2,7,0.006097561,0.006737247,1.5,6,78
2024,France,Colombia,0,0,4,0,0.003849856,1,6.5,105
2024,France,Croatia,0,2,7,0.006097561,0.006737247,3.25,7.75,85
2024,France,Cuba,0,2,9,0.006097561,0.008662175,4.75,12.5,69
2024,France,Cyprus,0,0,1,0,0.000962464,0,1,23
2024,France,Czech Republic,0,3,5,0.009146341,0.00481232,3,9.25,149
2024,France,Denmark,0,2,9,0.006097561,0.008662175,2.25,11,161
2024,France,Dominica,0,1,1,0.00304878,0.000962464,1,1,4
2024,France,Dominican Republic,0,1,3,0.00304878,0.002887392,0.5,2.75,64
2024,France,Ecuador,0,1,5,0.00304878,0.00481232,1,2.5,47
2024,France,Egypt,0,1,3,0.00304878,0.002887392,0.5,4,207
2024,France,Ethiopia,0,1,4,0.00304878,0.003849856,1.5,6,35
2024,France,Fiji,0,0,1,0,0.000962464,0,1,36
2024,France,France,1,16,64,0.048780488,0.06159769,11.75,43.5,801
2024,France,Georgia,0,3,7,0.009146341,0.006737247,2,7,38
2024,France,Germany,0,12,33,0.036585366,0.031761309,12.5,39,647
2024,France,Great Britain,0,14,65,0.042682927,0.062560154,23,65.25,533
2024,France,Greece,0,1,8,0.00304878,0.007699711,1.5,5,126
2024,France,Grenada,0,0,2,0,0.001924928,0.25,1.25,6
2024,France,Guatemala,0,1,2,0.00304878,0.001924928,1,2,16
2024,France,Hong Kong,0,2,4,0.006097561,0.003849856,0.75,3,51
2024,France,Hungary,0,6,19,0.018292683,0.018286814,7,18,255
2024,France,India,0,0,6,0,0.005774783,0.25,5.25,138
2024,France,Indonesia,0,2,3,0.006097561,0.002887392,1,3.5,36
2024,France,Iran,0,3,12,0.009146341,0.011549567,4,10,46
2024,France,Ireland,0,4,7,0.012195122,0.006737247,1.75,4.75,185
2024,France,Israel,0,1,7,0.00304878,0.006737247,0.75,3.5,138
2024,France,Italy,0,12,40,0.036585366,0.038498556,9.5,34,610
2024,France,Ivory Coast,0,0,1,0,0.000962464,0.25,1.25,18
2024,France,Jamaica,0,1,6,0.00304878,0.005774783,3.75,9.75,81
2024,France,Japan,0,20,45,0.06097561,0.043310876,16.5,45.5,598
2024,France,Jordan,0,0,1,0,0.000962464,0,1,13
2024,France,Kazakhstan,0,1,7,0.00304878,0.006737247,1.5,10.75,123
2024,France,Kenya,0,4,11,0.012195122,0.010587103,4,11.75,77
2024,France,Kosovo,0,0,2,0,0.001924928,0,2,9
2024,France,Kyrgyzstan,0,0,6,0,0.005774783,0,3.25,17
2024,France,Lithuania,0,0,4,0,0.003849856,0.5,3.5,63
2024,France,Malaysia,0,0,2,0,0.001924928,0,2.75,32
2024,France,Mexico,0,0,5,0,0.00481232,0.25,5.5,155
2024,France,Moldova,0,0,4,0,0.003849856,0,2,30
2024,France,Mongolia,0,0,1,0,0.000962464,0,3,48
2024,France,Morocco,0,1,2,0.00304878,0.001924928,0.5,1.25,63
2024,France,Netherlands,0,15,34,0.045731707,0.032723773,9.75,27.25,449
2024,France,New Zealand,0,10,20,0.030487805,0.019249278,6.75,17.75,253
2024,France,North Korea,0,0,6,0,0.005774783,2,6.25,18
2024,France,Norway,0,4,8,0.012195122,0.007699711,2.5,6,128
2024,France,Pakistan,0,1,1,0.00304878,0.000962464,0.5,1,10
2024,France,Panama,0,0,1,0,0.000962464,0,1,13
2024,France,Peru,0,0,1,0,0.000962464,0,1,32
2024,France,Philippines,0,2,4,0.006097561,0.003849856,0.75,2.5,44
2024,France,Poland,0,1,10,0.00304878,0.009624639,2.5,11.5,312
2024,France,Portugal,0,1,4,0.00304878,0.003849856,0.5,2.5,95
2024,France,Puerto Rico,0,0,2,0,0.001924928,0.5,1.5,53
2024,France,Qatar,0,0,1,0,0.000962464,0.5,1.75,13
2024,France,Romania,0,3,9,0.009146341,0.008662175,1.75,6,144
2024,France,Saint Lucia,0,1,2,0.00304878,0.001924928,1,2,5
2024,France,Serbia,0,3,5,0.009146341,0.00481232,2.25,6.5,135
2024,France,Singapore,0,0,1,0,0.000962464,0.25,1.25,32
2024,France,Slovakia,0,0,1,0,0.000962464,0.75,3.25,38
2024,France,Slovenia,0,2,3,0.006097561,0.002887392,1.75,4,117
2024,France,South Africa,0,1,6,0.00304878,0.005774783,2,6.25,161
2024,France,South Korea,0,13,32,0.039634146,0.030798845,10.25,26,248
2024,France,Spain,0,5,18,0.015243902,0.01732435,4.75,18,526
2024,France,Sweden,0,4,11,0.012195122,0.010587103,2.5,9.75,173
2024,France,Switzerland,0,1,8,0.00304878,0.007699711,2.25,8,218
2024,France,Tajikistan,0,0,3,0,0.002887392,0.25,1.75,14
2024,France,Thailand,0,1,6,0.00304878,0.005774783,1,4.5,58
2024,France,Tunisia,0,1,3,0.00304878,0.002887392,1,2.75,31
2024,France,Turkey,0,0,8,0,0.007699711,1,8,165
2024,France,Uganda,0,1,2,0.00304878,0.001924928,1,2,27
2024,France,Ukraine,0,3,12,0.009146341,0.011549567,2.75,15.25,212
2024,France,United States,0,40,126,0.12195122,0.121270452,43.25,116,854
2024,France,Uzbekistan,0,8,13,0.024390244,0.012512031,3.75,8.5,119
2024,France,Zambia,0,0,1,0,0.000962464,0,1,32
