NOC,country,Sport,gold_count,total_medals,athlete_count
ISR,Israel,Gymnastics,0,90,14
ISR,Israel,Judo,0,79,35
ISR,Israel,Marathon Swimming,0,2,1
ISR,Israel,Rhythmic Gymnastics,1,38,35
ISR,Israel,Sailing,2,68,46
ISR,Israel,Shooting,0,66,26
ISR,Israel,Surfing,0,2,1
ISR,Israel,Swimming,0,201,65
ISR,Israel,Synchronized Swimming,0,8,3
ISR,Israel,Table Tennis,0,1,1
ISR,Israel,Taekwondo,0,5,4
ISR,Israel,Tennis,0,20,10
ISR,Israel,Triathlon,0,4,3
ISR,Israel,Weightlifting,0,13,13
ISR,Israel,Wrestling,0,17,14
ISV,Virgin Islands,Archery,0,2,1
ISV,Virgin Islands,Athletics,0,63,31
ISV,Virgin Islands,Boxing,0,10,9
ISV,Virgin Islands,Cycling,0,2,2
ISV,Virgin Islands,Equestrianism,0,4,4
ISV,Virgin Islands,Fencing,0,6,5
ISV,Virgin Islands,Sailing,0,48,35
ISV,Virgin Islands,Shooting,0,23,15
ISV,Virgin Islands,Swimming,0,86,24
ISV,Virgin Islands,Weightlifting,0,1,1
ISV,Virgin Islands,Wrestling,0,4,4
ITA,Italy,3x3 Basketball,0,4,4
ITA,Italy,Archery,4,111,31
ITA,Italy,Art Competitions,5,189,119
ITA,Italy,Artistic Gymnastics,1,110,16
ITA,Italy,Artistic Swimming,0,21,15
ITA,Italy,Athletics,29,1210,665
ITA,Italy,Badminton,0,4,3
ITA,Italy,Baseball,0,88,67
ITA,Italy,Baseball/Softball,0,15,15
ITA,Italy,Basketball,0,196,143
ITA,Italy,Beach Volleyball,0,36,23
ITA,Italy,Boxing,15,187,167
ITA,Italy,Breaking,0,1,1
ITA,Italy,Canoe Slalom,1,10,4
ITA,Italy,Canoe Sprint,0,10,7
ITA,Italy,Canoeing,8,180,104
ITA,Italy,Cycling,70,447,289
ITA,Italy,Cycling BMX Racing,0,3,3
ITA,Italy,Cycling Mountain Bike,0,8,7
ITA,Italy,Cycling Road,0,19,13
ITA,Italy,"Cycling Road, Cycling Track",0,10,3
ITA,Italy,Cycling Track,8,43,16
ITA,Italy,Diving,3,119,51
ITA,Italy,Equestrian,0,18,11
ITA,Italy,Equestrianism,10,293,92
ITA,Italy,Fencing,155,820,250
ITA,Italy,Football,14,240,223
ITA,Italy,Golf,0,11,8
ITA,Italy,Gymnastics,68,1363,228
ITA,Italy,Hockey,0,33,32
ITA,Italy,Judo,5,118,63
ITA,Italy,Karate,1,5,5
ITA,Italy,Marathon Swimming,0,5,5
ITA,Italy,"Marathon Swimming, Swimming",0,5,2
ITA,Italy,Modern Pentathlon,4,96,49
ITA,Italy,Rhythmic Gymnastics,0,61,43
ITA,Italy,Rowing,56,589,414
ITA,Italy,Sailing,14,283,190
ITA,Italy,Shooting,18,383,163
ITA,Italy,Skateboarding,0,5,4
ITA,Italy,Softball,0,30,25
ITA,Italy,Sport Climbing,0,7,6
ITA,Italy,Surfing,0,2,1
ITA,Italy,Swimming,7,864,303
ITA,Italy,Synchronized Swimming,0,52,35
ITA,Italy,Table Tennis,0,22,11
ITA,Italy,Taekwondo,2,16,12
ITA,Italy,Tennis,2,135,51
ITA,Italy,Trampolining,0,3,1
ITA,Italy,Triathlon,0,32,19
ITA,Italy,Tug-Of-War,0,8,8
ITA,Italy,Volleyball,13,242,143
ITA,Italy,Water Polo,46,318,191
ITA,Italy,Weightlifting,5,102,70
ITA,Italy,Wrestling,7,169,110
IVB,British Virgin Islands,Athletics,0,36,21
IVB,British Virgin Islands,Sailing,0,11,9
IVB,British Virgin Islands,Swimming,0,2,1
JAM,Jamaica,Artistic Gymnastics,0,1,1
JAM,Jamaica,Athletics,48,837,363
JAM,Jamaica,Badminton,0,1,1
JAM,Jamaica,Boxing,0,23,22
JAM,Jamaica,Cycling,0,35,17
JAM,Jamaica,Diving,0,4,2
JAM,Jamaica,Equestrianism,0,2,1
JAM,Jamaica,Gymnastics,0,4,1
JAM,Jamaica,Judo,0,2,2
JAM,Jamaica,Sailing,0,17,11
JAM,Jamaica,Shooting,0,2,2
JAM,Jamaica,Swimming,0,44,16
JAM,Jamaica,Table Tennis,0,6,3
JAM,Jamaica,Taekwondo,0,1,1
JAM,Jamaica,Triathlon,0,1,1
JAM,Jamaica,Weightlifting,0,5,4
JOR,Jordan,Archery,0,1,1
JOR,Jordan,Artistic Gymnastics,0,2,1
JOR,Jordan,Athletics,0,23,16
JOR,Jordan,Boxing,0,13,11
JOR,Jordan,Equestrian,0,1,1
JOR,Jordan,Equestrianism,0,4,2
JOR,Jordan,Fencing,0,2,2
JOR,Jordan,Judo,0,2,2
JOR,Jordan,Karate,0,1,1
JOR,Jordan,Shooting,0,17,14
JOR,Jordan,Swimming,0,17,12
JOR,Jordan,Table Tennis,0,6,5
JOR,Jordan,Taekwondo,1,14,11
JOR,Jordan,Triathlon,0,1,1
JOR,Jordan,Wrestling,0,4,2
JPN,Japan,3x3 Basketball,0,8,8
JPN,Japan,Archery,0,115,46
JPN,Japan,Art Competitions,0,129,93
JPN,Japan,Artistic Gymnastics,9,134,17
JPN,Japan,Artistic Swimming,0,21,14
JPN,Japan,Athletics,8,919,566
JPN,Japan,Badminton,2,99,69
JPN,Japan,Baseball,0,112,99
JPN,Japan,Baseball/Softball,39,39,39
JPN,Japan,Basketball,0,163,125
JPN,Japan,Beach Volleyball,0,24,16
JPN,Japan,Boxing,3,85,77
JPN,Japan,Breaking,1,4,4
JPN,Japan,Canoe Slalom,0,11,6
JPN,Japan,Canoe Sprint,0,11,8
JPN,Japan,Canoeing,0,98,57
JPN,Japan,Cycling,0,170,106
JPN,Japan,Cycling BMX Freestyle,0,3,3
JPN,Japan,Cycling BMX Racing,0,4,3
JPN,Japan,Cycling Mountain Bike,0,3,3
JPN,Japan,Cycling Road,0,7,4
JPN,Japan,Cycling Track,0,46,20
JPN,Japan,Diving,0,111,48
JPN,Japan,Equestrian,0,38,14
JPN,Japan,Equestrianism,1,199,75
JPN,Japan,Fencing,9,235,102
JPN,Japan,Football,0,307,259
JPN,Japan,Golf,0,12,11
JPN,Japan,Gymnastics,65,1216,135
JPN,Japan,Handball,0,111,97
JPN,Japan,Hockey,0,177,131
JPN,Japan,Judo,51,183,111
JPN,Japan,Karate,1,8,8
JPN,Japan,Marathon Swimming,0,4,3
JPN,Japan,Modern Pentathlon,0,51,27
JPN,Japan,Rhythmic Gymnastics,0,40,31
JPN,Japan,Rowing,0,188,159
JPN,Japan,Rugby Sevens,0,77,65
JPN,Japan,Sailing,0,138,98
JPN,Japan,Shooting,1,222,92
JPN,Japan,Skateboarding,5,20,16
JPN,Japan,Softball,15,59,43
JPN,Japan,Sport Climbing,0,8,6
JPN,Japan,Surfing,0,8,7
JPN,Japan,Swimming,30,966,373
JPN,Japan,Synchronized Swimming,0,78,45
JPN,Japan,Table Tennis,2,122,41
JPN,Japan,Taekwondo,0,11,7
JPN,Japan,Tennis,0,92,39
JPN,Japan,Trampoline Gymnastics,0,6,5
JPN,Japan,Trampolining,0,12,9
JPN,Japan,Triathlon,0,36,19
JPN,Japan,Volleyball,36,282,205
JPN,Japan,Water Polo,0,115,93
JPN,Japan,Weightlifting,2,121,87
JPN,Japan,Wrestling,45,263,200
KAZ,Kazakhstan,Archery,0,39,19
KAZ,Kazakhstan,Artistic Gymnastics,0,17,2
KAZ,Kazakhstan,Artistic Swimming,0,2,2
KAZ,Kazakhstan,Athletics,2,156,92
KAZ,Kazakhstan,Badminton,0,1,1
KAZ,Kazakhstan,Boxing,7,75,60
KAZ,Kazakhstan,Breaking,0,1,1
KAZ,Kazakhstan,Canoe Slalom,0,2,2
KAZ,Kazakhstan,Canoe Sprint,0,17,10
KAZ,Kazakhstan,Canoeing,0,68,27
KAZ,Kazakhstan,Cycling,1,41,19
KAZ,Kazakhstan,Cycling Road,0,7,4
KAZ,Kazakhstan,Cycling Track,0,5,3
KAZ,Kazakhstan,Diving,0,13,8
KAZ,Kazakhstan,Fencing,0,19,14
KAZ,Kazakhstan,Gymnastics,0,45,7
KAZ,Kazakhstan,Handball,0,14,14
KAZ,Kazakhstan,Judo,1,71,48
KAZ,Kazakhstan,Karate,0,5,5
KAZ,Kazakhstan,Marathon Swimming,0,1,1
KAZ,Kazakhstan,Modern Pentathlon,1,14,10
KAZ,Kazakhstan,Rhythmic Gymnastics,0,6,5
KAZ,Kazakhstan,Rowing,0,10,6
KAZ,Kazakhstan,Shooting,0,80,30
KAZ,Kazakhstan,Sport Climbing,0,2,2
KAZ,Kazakhstan,Swimming,1,74,37
KAZ,Kazakhstan,Synchronized Swimming,0,10,8
KAZ,Kazakhstan,Table Tennis,0,5,4
KAZ,Kazakhstan,Taekwondo,0,13,12
KAZ,Kazakhstan,Tennis,0,24,10
KAZ,Kazakhstan,Trampoline Gymnastics,0,1,1
KAZ,Kazakhstan,Trampolining,0,1,1
KAZ,Kazakhstan,Triathlon,0,7,5
KAZ,Kazakhstan,Volleyball,0,12,12
KAZ,Kazakhstan,Water Polo,0,74,57
KAZ,Kazakhstan,Weightlifting,6,42,34
KAZ,Kazakhstan,Wrestling,1,96,66
KEN,Kenya,Archery,0,4,3
KEN,Kenya,Athletics,41,555,358
KEN,Kenya,Beach Volleyball,0,2,2
KEN,Kenya,Boxing,1,66,56
KEN,Kenya,Cycling,0,1,1
KEN,Kenya,Fencing,0,1,1
KEN,Kenya,Hockey,0,110,69
KEN,Kenya,Judo,0,9,9
KEN,Kenya,Rowing,0,2,2
KEN,Kenya,Rugby Sevens,0,63,58
KEN,Kenya,Sailing,0,4,4
KEN,Kenya,Shooting,0,32,19
KEN,Kenya,Swimming,0,17,13
KEN,Kenya,Taekwondo,0,3,3
KEN,Kenya,Volleyball,0,49,39
KEN,Kenya,Weightlifting,0,9,8
KEN,Kenya,Wrestling,0,7,4
KGZ,Kyrgyzstan,Athletics,0,36,25
KGZ,Kyrgyzstan,Boxing,0,13,11
KGZ,Kyrgyzstan,Canoeing,0,4,2
KGZ,Kyrgyzstan,Cycling,0,5,1
KGZ,Kyrgyzstan,Fencing,0,3,3
KGZ,Kyrgyzstan,Judo,0,17,14
KGZ,Kyrgyzstan,Modern Pentathlon,0,3,3
KGZ,Kyrgyzstan,Sailing,0,1,1
KGZ,Kyrgyzstan,Shooting,0,19,5
KGZ,Kyrgyzstan,Swimming,0,82,35
KGZ,Kyrgyzstan,Taekwondo,0,2,1
KGZ,Kyrgyzstan,Weightlifting,0,8,7
KGZ,Kyrgyzstan,Wrestling,0,53,35
KIR,Kiribati,Athletics,0,9,9
KIR,Kiribati,Judo,0,2,2
KIR,Kiribati,Weightlifting,0,6,4
KOR,South Korea,Archery,68,130,51
KOR,South Korea,Artistic Gymnastics,1,86,11
KOR,South Korea,Artistic Swimming,0,2,2
KOR,South Korea,Athletics,1,253,170
KOR,South Korea,Badminton,12,136,80
KOR,South Korea,Baseball,24,68,60
KOR,South Korea,Baseball/Softball,0,24,24
KOR,South Korea,Basketball,0,146,115
KOR,South Korea,Boxing,3,114,97
KOR,South Korea,Breaking,0,1,1
KOR,South Korea,Canoe Sprint,0,1,1
KOR,South Korea,Canoeing,0,48,26
KOR,South Korea,Cycling,0,113,70
KOR,South Korea,Cycling Road,0,3,3
KOR,South Korea,Cycling Track,0,2,1
KOR,South Korea,Diving,0,41,27
KOR,South Korea,Equestrian,0,2,2
KOR,South Korea,Equestrianism,0,54,27
KOR,South Korea,Fencing,16,251,108
KOR,South Korea,Football,0,178,170
KOR,South Korea,Golf,1,17,16
KOR,South Korea,Gymnastics,1,512,58
KOR,South Korea,Handball,25,260,171
KOR,South Korea,Hockey,0,225,155
KOR,South Korea,Judo,11,167,115
KOR,South Korea,Karate,0,1,1
KOR,South Korea,Modern Pentathlon,0,39,24
KOR,South Korea,Rhythmic Gymnastics,0,7,6
KOR,South Korea,Rowing,0,65,62
KOR,South Korea,Rugby Sevens,0,13,13
KOR,South Korea,Sailing,0,45,29
KOR,South Korea,Shooting,10,259,154
KOR,South Korea,Sport Climbing,0,5,4
KOR,South Korea,Swimming,1,282,114
KOR,South Korea,Synchronized Swimming,0,11,8
KOR,South Korea,Table Tennis,4,125,42
KOR,South Korea,Taekwondo,14,31,25
KOR,South Korea,Tennis,0,30,14
KOR,South Korea,Triathlon,0,1,1
KOR,South Korea,Volleyball,0,227,176
KOR,South Korea,Water Polo,0,13,13
KOR,South Korea,Weightlifting,3,129,89
KOR,South Korea,Wrestling,11,161,129
KOS,Kosovo,Athletics,0,4,3
KOS,Kosovo,Boxing,0,2,1
KOS,Kosovo,Cycling,0,1,1
KOS,Kosovo,Judo,3,12,6
KOS,Kosovo,Shooting,0,2,2
KOS,Kosovo,Swimming,0,6,6
KOS,Kosovo,Wrestling,0,1,1
KSA,Saudi Arabia,Archery,0,5,5
KSA,Saudi Arabia,Athletics,0,109,64
KSA,Saudi Arabia,Cycling,0,14,9
KSA,Saudi Arabia,Equestrian,0,6,3
KSA,Saudi Arabia,Equestrianism,0,28,7
KSA,Saudi Arabia,Fencing,0,12,9
KSA,Saudi Arabia,Football,0,52,52
KSA,Saudi Arabia,Judo,0,5,4
KSA,Saudi Arabia,Karate,0,1,1
KSA,Saudi Arabia,Rowing,0,1,1
KSA,Saudi Arabia,Shooting,0,15,11
KSA,Saudi Arabia,Swimming,0,12,7
KSA,Saudi Arabia,Table Tennis,0,3,3
KSA,Saudi Arabia,Taekwondo,0,2,2
KSA,Saudi Arabia,Weightlifting,0,9,9
KUW,Kuwait,Athletics,0,53,35
KUW,Kuwait,Boxing,0,3,3
KUW,Kuwait,Diving,0,8,6
KUW,Kuwait,Fencing,0,58,23
KUW,Kuwait,Football,0,51,50
KUW,Kuwait,Handball,0,26,25
KUW,Kuwait,Judo,0,24,18
KUW,Kuwait,Karate,0,1,1
KUW,Kuwait,Rowing,0,3,3
KUW,Kuwait,Sailing,0,1,1
KUW,Kuwait,Shooting,0,30,16
KUW,Kuwait,Swimming,0,39,23
KUW,Kuwait,Table Tennis,0,3,2
KUW,Kuwait,Taekwondo,0,1,1
KUW,Kuwait,Weightlifting,0,2,1
LAO,Laos,Archery,0,1,1
LAO,Laos,Athletics,0,30,23
LAO,Laos,Boxing,0,9,9
LAO,Laos,Cycling,0,1,1
LAO,Laos,Judo,0,2,1
LAO,Laos,Rhythmic Gymnastics,0,1,1
LAO,Laos,Shooting,0,6,6
LAO,Laos,Swimming,0,12,10
LAT,Latvia,3x3 Basketball,4,8,6
LAT,Latvia,Art Competitions,0,24,7
LAT,Latvia,Athletics,0,162,100
LAT,Latvia,Basketball,0,19,19
LAT,Latvia,Beach Volleyball,0,14,9
LAT,Latvia,Boxing,0,3,3
LAT,Latvia,Canoe Sprint,0,1,1
LAT,Latvia,Canoeing,0,20,10
LAT,Latvia,Cycling,2,62,33
LAT,Latvia,Cycling BMX Freestyle,0,1,1
LAT,Latvia,Cycling BMX Racing,0,4,4
LAT,Latvia,Cycling Mountain Bike,0,1,1
LAT,Latvia,Cycling Road,0,5,3
LAT,Latvia,Diving,0,1,1
LAT,Latvia,Equestrian,0,2,1
LAT,Latvia,Fencing,0,1,1
LAT,Latvia,Football,0,11,11
LAT,Latvia,Gymnastics,1,28,4
LAT,Latvia,Judo,0,11,6
LAT,Latvia,Karate,0,1,1
LAT,Latvia,Modern Pentathlon,0,18,7
LAT,Latvia,Rowing,0,8,6
LAT,Latvia,Sailing,0,9,6
LAT,Latvia,Shooting,0,21,8
LAT,Latvia,Swimming,0,34,13
LAT,Latvia,Table Tennis,0,1,1
LAT,Latvia,Tennis,0,11,6
LAT,Latvia,Weightlifting,0,23,15
LAT,Latvia,Wrestling,0,19,16
LBA,Libya,Archery,0,1,1
LBA,Libya,Athletics,0,29,21
LBA,Libya,Cycling,0,14,11
LBA,Libya,Judo,0,8,7
LBA,Libya,Rowing,0,3,3
LBA,Libya,Shooting,0,1,1
LBA,Libya,Swimming,0,17,13
LBA,Libya,Table Tennis,0,1,1
LBA,Libya,Taekwondo,0,3,3
LBA,Libya,Volleyball,0,9,9
LBA,Libya,Weightlifting,0,8,8
LBN,Lebanon,Athletics,0,1,1
LBN,Lebanon,Fencing,0,1,1
LBN,Lebanon,Judo,0,2,2
LBN,Lebanon,Shooting,0,2,1
LBN,Lebanon,Swimming,0,4,4
LBN,Lebanon,Table Tennis,0,1,1
LBN,Lebanon,Taekwondo,0,1,1
LBN,Lebanon,Tennis,0,4,2
LBN,Lebanon,Weightlifting,0,1,1
LBR,Liberia,Athletics,0,84,45
LBR,Liberia,Boxing,0,4,4
LCA,Saint Lucia,Athletics,1,23,15
LCA,Saint Lucia,Sailing,0,6,5
LCA,Saint Lucia,Swimming,0,9,8
LES,Lesotho,Athletics,0,55,40
LES,Lesotho,Boxing,0,10,10
LES,Lesotho,Cycling,0,1,1
LES,Lesotho,Swimming,0,1,1
LES,Lesotho,Taekwondo,0,4,4
LIB,,Athletics,0,29,19
LIB,,Boxing,0,9,8
LIB,,Canoeing,0,1,1
LIB,,Cycling,0,13,8
LIB,,Fencing,0,55,18
LIB,,Judo,0,18,16
LIB,,Rowing,0,1,1
LIB,,Sailing,0,3,3
LIB,,Shooting,0,26,20
LIB,,Swimming,0,43,19
LIB,,Table Tennis,0,3,3
LIB,,Taekwondo,0,1,1
LIB,,Weightlifting,0,13,9
LIB,,Wrestling,0,23,20
LIE,Liechtenstein,Artistic Swimming,0,2,2
LIE,Liechtenstein,Athletics,0,33,17
LIE,Liechtenstein,Cycling,0,14,8
LIE,Liechtenstein,Cycling Mountain Bike,0,1,1
LIE,Liechtenstein,Equestrianism,0,1,1
LIE,Liechtenstein,Gymnastics,0,7,1
LIE,Liechtenstein,Judo,0,17,12
LIE,Liechtenstein,Shooting,0,16,11
LIE,Liechtenstein,Swimming,0,10,2
LIE,Liechtenstein,Tennis,0,2,1
LTU,Lithuania,3x3 Basketball,0,4,4
LTU,Lithuania,Artistic Gymnastics,0,10,1
LTU,Lithuania,Athletics,3,134,87
LTU,Lithuania,Badminton,0,3,2
LTU,Lithuania,Basketball,0,83,52
LTU,Lithuania,Beach Volleyball,0,2,2
LTU,Lithuania,Boxing,0,18,14
LTU,Lithuania,Breaking,0,1,1
LTU,Lithuania,Canoe Sprint,0,8,5
LTU,Lithuania,Canoeing,0,26,15
LTU,Lithuania,Cycling,0,81,35
LTU,Lithuania,Cycling Road,0,3,2
LTU,Lithuania,Cycling Track,0,10,4
LTU,Lithuania,Equestrian,0,2,2
LTU,Lithuania,Football,0,11,11
LTU,Lithuania,Gymnastics,0,23,5
LTU,Lithuania,Judo,0,9,7
LTU,Lithuania,Modern Pentathlon,1,25,12
LTU,Lithuania,Rhythmic Gymnastics,0,1,1
LTU,Lithuania,Rowing,0,47,36
LTU,Lithuania,Sailing,0,14,8
LTU,Lithuania,Shooting,1,8,3
LTU,Lithuania,Swimming,1,104,36
LTU,Lithuania,Table Tennis,0,5,2
LTU,Lithuania,Tennis,0,1,1
LTU,Lithuania,Weightlifting,0,7,4
LTU,Lithuania,Wrestling,0,20,12
LUX,Luxembourg,Archery,0,12,8
LUX,Luxembourg,Art Competitions,2,42,10
LUX,Luxembourg,Athletics,2,108,55
LUX,Luxembourg,Boxing,0,29,26
LUX,Luxembourg,Canoeing,0,19,12
LUX,Luxembourg,Cycling,0,72,42
LUX,Luxembourg,Cycling Road,0,6,4
LUX,Luxembourg,Equestrian,0,2,1
LUX,Luxembourg,Fencing,0,58,22
LUX,Luxembourg,Football,0,67,60
LUX,Luxembourg,Gymnastics,0,433,56
LUX,Luxembourg,Judo,0,4,2
LUX,Luxembourg,Sailing,0,1,1
LUX,Luxembourg,Shooting,0,22,13
LUX,Luxembourg,Swimming,0,57,31
LUX,Luxembourg,Table Tennis,0,11,5
LUX,Luxembourg,Tennis,0,9,4
LUX,Luxembourg,Triathlon,0,6,5
LUX,Luxembourg,Water Polo,0,7,7
LUX,Luxembourg,Weightlifting,0,14,10
LUX,Luxembourg,Wrestling,0,18,15
MAD,Madagascar,Athletics,0,61,37
MAD,Madagascar,Boxing,0,12,10
MAD,Madagascar,Cycling,0,1,1
MAD,Madagascar,Judo,0,15,14
MAD,Madagascar,Swimming,0,25,16
MAD,Madagascar,Table Tennis,0,1,1
MAD,Madagascar,Tennis,0,8,2
MAD,Madagascar,Weightlifting,0,6,6
MAD,Madagascar,Wrestling,0,1,1
MAL,,Athletics,0,13,10
MAL,,Hockey,0,17,17
MAL,,Shooting,0,5,5
MAL,,Swimming,0,5,3
MAL,,Weightlifting,0,5,5
MAR,Morocco,Archery,0,1,1
MAR,Morocco,Athletics,8,226,148
MAR,Morocco,Basketball,0,12,12
MAR,Morocco,Beach Volleyball,0,4,2
MAR,Morocco,Boxing,0,92,71
MAR,Morocco,Breaking,0,2,2
MAR,Morocco,Canoe Slalom,0,4,2
MAR,Morocco,Canoe Sprint,0,1,1
MAR,Morocco,Canoeing,0,3,3
MAR,Morocco,Cycling,0,20,12
MAR,Morocco,Cycling BMX Racing,0,1,1
MAR,Morocco,Cycling Road,0,3,2
MAR,Morocco,Equestrian,0,10,6
MAR,Morocco,Equestrianism,0,2,2
MAR,Morocco,Fencing,0,33,12
MAR,Morocco,Football,0,129,127
MAR,Morocco,Golf,0,3,2
MAR,Morocco,Gymnastics,0,49,7
MAR,Morocco,Judo,0,34,25
MAR,Morocco,Karate,0,1,1
MAR,Morocco,Modern Pentathlon,0,2,2
MAR,Morocco,Rowing,0,2,2
MAR,Morocco,Sailing,0,2,2
MAR,Morocco,Shooting,0,11,8
MAR,Morocco,Skateboarding,0,1,1
MAR,Morocco,Surfing,0,2,1
MAR,Morocco,Swimming,0,13,9
MAR,Morocco,Table Tennis,0,1,1
MAR,Morocco,Taekwondo,0,20,15
MAR,Morocco,Tennis,0,6,3
MAR,Morocco,Triathlon,0,2,2
MAR,Morocco,Weightlifting,0,12,10
MAR,Morocco,Wrestling,0,42,30
MAS,Malaysia,Archery,0,30,12
MAS,Malaysia,Artistic Gymnastics,0,12,2
MAS,Malaysia,Athletics,0,69,43
MAS,Malaysia,Badminton,0,67,42
MAS,Malaysia,Boxing,0,3,3
MAS,Malaysia,Canoeing,0,1,1
MAS,Malaysia,Cycling,0,51,23
MAS,Malaysia,Cycling Road,0,1,1
MAS,Malaysia,Cycling Track,0,10,3
MAS,Malaysia,Diving,0,44,19
MAS,Malaysia,Fencing,0,4,2
MAS,Malaysia,Football,0,15,15
MAS,Malaysia,Golf,0,8,5
MAS,Malaysia,Gymnastics,0,9,2
MAS,Malaysia,Hockey,0,126,91
MAS,Malaysia,Judo,0,1,1
MAS,Malaysia,Sailing,0,13,7
MAS,Malaysia,Shooting,0,24,20
MAS,Malaysia,Swimming,0,99,33
MAS,Malaysia,Table Tennis,0,4,2
MAS,Malaysia,Taekwondo,0,4,3
MAS,Malaysia,Weightlifting,0,12,11
MAS,Malaysia,Wrestling,0,2,2
MAW,Malawi,Archery,0,2,1
MAW,Malawi,Athletics,0,48,31
MAW,Malawi,Boxing,0,16,15
MAW,Malawi,Cycling,0,17,6
MAW,Malawi,Judo,0,1,1
MAW,Malawi,Swimming,0,11,10
MDA,Moldova,Archery,0,12,4
MDA,Moldova,Athletics,0,72,36
MDA,Moldova,Boxing,0,8,5
MDA,Moldova,Canoe Sprint,0,10,3
MDA,Moldova,Canoeing,0,8,6
MDA,Moldova,Cycling,0,12,7
MDA,Moldova,Equestrian,0,1,1
MDA,Moldova,Judo,0,16,13
MDA,Moldova,Shooting,0,8,4
MDA,Moldova,Swimming,0,45,23
MDA,Moldova,Table Tennis,0,1,1
MDA,Moldova,Taekwondo,0,1,1
MDA,Moldova,Tennis,0,1,1
MDA,Moldova,Weightlifting,0,24,17
MDA,Moldova,Wrestling,0,28,22
MDV,Maldives,Athletics,0,35,21
MDV,Maldives,Badminton,0,3,2
MDV,Maldives,Swimming,0,19,14
MDV,Maldives,Table Tennis,0,1,1
MEX,Mexico,Archery,0,79,31
MEX,Mexico,Art Competitions,0,18,2
MEX,Mexico,Artistic Gymnastics,0,30,4
MEX,Mexico,Artistic Swimming,0,13,9
MEX,Mexico,Athletics,3,413,258
MEX,Mexico,Badminton,0,6,6
MEX,Mexico,Baseball/Softball,0,39,39
MEX,Mexico,Basketball,0,84,65
MEX,Mexico,Beach Volleyball,0,14,12
MEX,Mexico,Boxing,2,104,99
MEX,Mexico,Canoe Slalom,0,3,1
MEX,Mexico,Canoe Sprint,0,4,2
MEX,Mexico,Canoeing,0,64,33
MEX,Mexico,Cycling,0,141,81
MEX,Mexico,Cycling Mountain Bike,0,4,4
MEX,Mexico,Cycling Road,0,3,3
MEX,Mexico,Cycling Track,0,15,5
MEX,Mexico,Diving,1,194,80
MEX,Mexico,Equestrian,0,14,7
MEX,Mexico,Equestrianism,4,185,70
MEX,Mexico,Fencing,0,129,57
MEX,Mexico,Football,16,206,201
MEX,Mexico,Golf,0,11,7
MEX,Mexico,Gymnastics,0,244,36
MEX,Mexico,Hockey,0,34,24
MEX,Mexico,Judo,0,33,23
MEX,Mexico,Marathon Swimming,0,3,3
MEX,Mexico,Modern Pentathlon,0,83,36
MEX,Mexico,Polo,0,7,5
MEX,Mexico,Rhythmic Gymnastics,0,6,6
MEX,Mexico,Rowing,0,73,55
MEX,Mexico,Sailing,0,70,52
MEX,Mexico,Shooting,0,128,74
MEX,Mexico,Surfing,0,1,1
MEX,Mexico,Swimming,1,403,135
MEX,Mexico,Synchronized Swimming,0,34,22
MEX,Mexico,Table Tennis,0,7,5
MEX,Mexico,Taekwondo,2,21,17
MEX,Mexico,Tennis,0,33,16
MEX,Mexico,Trampoline Gymnastics,0,1,1
MEX,Mexico,Triathlon,0,23,16
MEX,Mexico,Volleyball,0,36,36
MEX,Mexico,Water Polo,0,40,31
MEX,Mexico,Weightlifting,1,33,26
MEX,Mexico,Wrestling,0,75,54
MGL,Mongolia,3x3 Basketball,0,4,4
MGL,Mongolia,Archery,0,27,16
MGL,Mongolia,Athletics,0,28,19
MGL,Mongolia,Boxing,1,59,49
MGL,Mongolia,Cycling,0,24,13
MGL,Mongolia,Cycling Road,0,2,1
MGL,Mongolia,Gymnastics,0,49,6
MGL,Mongolia,Judo,1,128,75
MGL,Mongolia,Shooting,0,81,20
MGL,Mongolia,Swimming,0,13,11
MGL,Mongolia,Table Tennis,0,2,2
MGL,Mongolia,Taekwondo,0,1,1
MGL,Mongolia,Weightlifting,0,16,14
MGL,Mongolia,Wrestling,0,128,85
MHL,Marshall Islands,Athletics,0,7,6
MHL,Marshall Islands,Swimming,0,10,8
MHL,Marshall Islands,Taekwondo,0,1,1
MHL,Marshall Islands,Weightlifting,0,2,1
MKD,North Macedonia,Athletics,0,12,11
MKD,North Macedonia,Canoeing,0,6,4
MKD,North Macedonia,Judo,0,3,3
MKD,North Macedonia,Karate,0,1,1
MKD,North Macedonia,Shooting,0,9,6
MKD,North Macedonia,Swimming,0,33,15
MKD,North Macedonia,Taekwondo,0,2,2
MKD,North Macedonia,Wrestling,0,10,9
MLI,Mali,Athletics,0,36,23
MLI,Mali,Basketball,0,12,12
MLI,Mali,Boxing,0,5,5
MLI,Mali,Football,0,35,35
MLI,Mali,Judo,0,14,13
MLI,Mali,Swimming,0,13,10
MLI,Mali,Taekwondo,0,5,4
MLT,Malta,Archery,0,4,2
MLT,Malta,Athletics,0,22,18
MLT,Malta,Badminton,0,1,1
MLT,Malta,Cycling,0,18,10
MLT,Malta,Judo,0,9,5
MLT,Malta,Sailing,0,10,8
MLT,Malta,Shooting,0,21,9
MLT,Malta,Swimming,0,20,12
MLT,Malta,Water Polo,0,18,18
MLT,Malta,Weightlifting,0,2,2
MLT,Malta,Wrestling,0,4,3
MNE,Montenegro,Athletics,0,9,6
MNE,Montenegro,Boxing,0,3,3
