NOC,Year,Sport,Gold,Medals,AthletesCount,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball,Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Sprint,Slalom,Cricket,Croquet,BMX Freestyle,BMX Racing,Mountain Bike,Road,Track,Dressage,Eventing,Jumping,Vaulting,Driving,Fencing,Field hockey,Flag football,Football,Golf,Artistic,Rhythmic,Trampoline,Indoor,Field,Jeu de Paume,Judo,Karate,Sixes,Field.1,Modern Pentathlon,Polo,Rackets,Roque,Coastal,Rowing,Sevens,Union,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug of War,Beach,Indoor.1,Water Motorsports,Weightlifting,Freestyle,Greco-Roman,Total events,Total disciplines,Total sports,Total_Sports_Events,Total_Medals_Per_Sport
Switzerland,1936,Rowing,0,9,328,4,0,11,1,0,29,0,1,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,129,25,19,129,78
Switzerland,1948,Art Competitions,0,4,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,32
Switzerland,1948,Athletics,0,2,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,122
Switzerland,1948,Equestrianism,1,1,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,36
Switzerland,1948,Fencing,0,1,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,66
Switzerland,1948,Gymnastics,3,16,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,61
Switzerland,1948,Rowing,0,7,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,78
Switzerland,1948,Shooting,1,2,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,12
Switzerland,1948,Wrestling,0,3,287,4,0,11,1,0,33,0,0,0,0,1,0,8,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,136,23,17,136,48
Switzerland,1952,Athletics,0,1,251,4,0,11,1,0,33,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,149,23,17,149,102
Switzerland,1952,Equestrianism,0,3,251,4,0,11,1,0,33,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,149,23,17,149,36
Switzerland,1952,Fencing,0,7,251,4,0,11,1,0,33,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,149,23,17,149,66
Switzerland,1952,Gymnastics,2,14,251,4,0,11,1,0,33,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,149,23,17,149,59
Switzerland,1952,Rowing,0,7,251,4,0,11,1,0,33,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,149,23,17,149,57
Switzerland,1952,Shooting,0,1,251,4,0,11,1,0,33,0,0,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,149,23,17,149,17
Switzerland,1956,Equestrianism,0,3,18,4,0,13,1,0,33,0,1,0,0,1,0,10,0,9,0,0,0,0,0,0,2,4,2,2,2,0,0,7,1,0,1,0,15,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,151,23,17,151,24
Switzerland,1960,Equestrianism,0,6,221,4,0,15,1,0,34,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,2,4,1,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,150,23,17,150,25
Switzerland,1960,Rowing,0,2,221,4,0,15,1,0,34,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,2,4,1,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,150,23,17,150,37
Switzerland,1960,Sailing,0,3,221,4,0,15,1,0,34,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,2,4,1,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,150,23,17,150,28
Switzerland,1960,Shooting,0,1,221,4,0,15,1,0,34,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,2,4,1,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,150,23,17,150,9
Switzerland,1964,Equestrianism,1,4,129,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,22
Switzerland,1964,Judo,0,1,129,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,11
Switzerland,1964,Rowing,0,1,129,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,58
Switzerland,1968,Cycling,0,1,155,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,46
Switzerland,1968,Equestrianism,0,3,155,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,27
Switzerland,1968,Rowing,0,5,155,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,52
Switzerland,1968,Sailing,0,3,155,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,27
Switzerland,1968,Shooting,0,1,155,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,10
Switzerland,1972,Cycling,0,1,265,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,19
Switzerland,1972,Fencing,0,5,265,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,48
Switzerland,1972,Rowing,0,2,265,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,34
Switzerland,1976,Equestrianism,1,4,101,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,27
Switzerland,1976,Fencing,0,5,101,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,45
Switzerland,1976,Judo,0,1,101,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,17
Switzerland,1980,Cycling,1,1,86,4,0,26,1,2,38,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,2,0,1,0,14,0,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,10,10,10,203,27,21,203,6
Switzerland,1980,Judo,1,1,86,4,0,26,1,2,38,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,2,0,1,0,14,0,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,10,10,10,203,27,21,203,20
Switzerland,1984,Athletics,0,1,245,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,154
Switzerland,1984,Cycling,0,4,245,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,35
Switzerland,1984,Equestrianism,0,5,245,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,30
Switzerland,1984,Shooting,0,1,245,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,32
Switzerland,1984,Swimming,0,1,245,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,141
Switzerland,1984,Wrestling,0,1,245,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,52
Switzerland,1988,Athletics,0,1,151,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,94
Switzerland,1988,Equestrianism,0,5,151,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,31
Switzerland,1988,Rowing,0,2,151,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,99
Switzerland,1992,Tennis,1,1,171,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,21
Switzerland,1996,Canoeing,0,4,172,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,84
Switzerland,1996,Cycling,1,2,172,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,55
Switzerland,1996,Equestrianism,0,1,172,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,51
Switzerland,1996,Gymnastics,1,1,172,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,80
Switzerland,1996,Rowing,3,3,172,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,157
Switzerland,2000,Cycling,0,2,138,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,77
Switzerland,2000,Equestrianism,0,4,138,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,52
Switzerland,2000,Fencing,0,4,138,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,66
Switzerland,2000,Rowing,0,1,138,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,159
Switzerland,2000,Shooting,0,1,138,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,50
Switzerland,2000,Triathlon,1,2,138,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,6
Switzerland,2004,Beach Volleyball,0,2,138,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,12
Switzerland,2004,Cycling,0,3,138,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,80
Switzerland,2004,Fencing,1,1,138,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,61
Switzerland,2004,Triathlon,0,1,138,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,6
Switzerland,2008,Cycling,1,4,116,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,76
Switzerland,2008,Equestrianism,0,4,116,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,49
Switzerland,2008,Judo,0,1,116,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,61
Switzerland,2008,Tennis,2,2,116,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,18
Switzerland,2012,Cycling,0,1,126,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,11,7,302,40,26,302,81
Switzerland,2012,Equestrianism,1,1,126,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,11,7,302,40,26,302,45
Switzerland,2012,Tennis,0,1,126,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,11,7,302,40,26,302,24
Switzerland,2012,Triathlon,1,1,126,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,11,7,302,40,26,302,6
Switzerland,2016,Cycling,2,2,152,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,2,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,2,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,12,6,306,42,28,306,84
Switzerland,2016,Gymnastics,0,1,152,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,2,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,2,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,12,6,306,42,28,306,66
Switzerland,2016,Rowing,4,4,152,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,2,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,2,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,12,6,306,42,28,306,144
Switzerland,2016,Shooting,0,1,152,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,2,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,2,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,12,6,306,42,28,306,45
Switzerland,2016,Tennis,0,2,152,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,2,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,2,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,12,6,306,42,28,306,24
Switzerland,2016,Triathlon,0,1,152,8,2,32,2,4,47,5,0,0,0,2,0,13,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,2,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,2,0,10,15,0,0,0,0,4,8,5,2,0,2,2,0,15,12,6,306,42,28,306,6
Switzerland,2020,Beach Volleyball,0,2,196,8,2,35,2,5,48,5,1,1,2,2,0,13,0,12,4,0,0,2,2,2,4,12,2,2,2,0,0,12,2,0,2,2,14,2,2,2,0,0,15,8,0,0,2,0,0,0,0,14,2,0,10,15,4,2,0,2,5,8,5,3,0,2,2,0,14,12,6,339,50,33,339,12
Switzerland,2020,Cycling BMX Freestyle,0,1,196,8,2,35,2,5,48,5,1,1,2,2,0,13,0,12,4,0,0,2,2,2,4,12,2,2,2,0,0,12,2,0,2,2,14,2,2,2,0,0,15,8,0,0,2,0,0,0,0,14,2,0,10,15,4,2,0,2,5,8,5,3,0,2,2,0,14,12,6,339,50,33,339,6
Switzerland,2020,Cycling Mountain Bike,1,4,196,8,2,35,2,5,48,5,1,1,2,2,0,13,0,12,4,0,0,2,2,2,4,12,2,2,2,0,0,12,2,0,2,2,14,2,2,2,0,0,15,8,0,0,2,0,0,0,0,14,2,0,10,15,4,2,0,2,5,8,5,3,0,2,2,0,14,12,6,339,50,33,339,6
Switzerland,2020,Cycling Road,0,1,196,8,2,35,2,5,48,5,1,1,2,2,0,13,0,12,4,0,0,2,2,2,4,12,2,2,2,0,0,12,2,0,2,2,14,2,2,2,0,0,15,8,0,0,2,0,0,0,0,14,2,0,10,15,4,2,0,2,5,8,5,3,0,2,2,0,14,12,6,339,50,33,339,12
Switzerland,2020,Shooting,1,2,196,8,2,35,2,5,48,5,1,1,2,2,0,13,0,12,4,0,0,2,2,2,4,12,2,2,2,0,0,12,2,0,2,2,14,2,2,2,0,0,15,8,0,0,2,0,0,0,0,14,2,0,10,15,4,2,0,2,5,8,5,3,0,2,2,0,14,12,6,339,50,33,339,54
Switzerland,2020,Swimming,0,2,196,8,2,35,2,5,48,5,1,1,2,2,0,13,0,12,4,0,0,2,2,2,4,12,2,2,2,0,0,12,2,0,2,2,14,2,2,2,0,0,15,8,0,0,2,0,0,0,0,14,2,0,10,15,4,2,0,2,5,8,5,3,0,2,2,0,14,12,6,339,50,33,339,208
